State,Year,Quater,RegisteredUsers,DISTRICTS
manipur,2020,2,12965,kangpokpi district
manipur,2020,2,2236,noney district
manipur,2020,2,43144,imphal east district
manipur,2020,2,20186,thoubal district
manipur,2020,2,9028,kakching district
manipur,2020,2,3660,jiribam district
manipur,2020,2,6223,ukhrul district
manipur,2020,2,5158,tamenglong district
manipur,2020,2,888,kamjong district
manipur,2020,2,4278,chandel district
manipur,2020,2,19027,bishnupur district
manipur,2020,2,1095,senapati district
manipur,2020,2,316,pherzawl district
manipur,2020,2,15469,churachandpur district
manipur,2020,2,3926,tengnoupal district
manipur,2020,2,67897,imphal west district
manipur,2020,3,15966,kangpokpi district
manipur,2020,3,2736,noney district
manipur,2020,3,51383,imphal east district
manipur,2020,3,24183,thoubal district
manipur,2020,3,10752,kakching district
manipur,2020,3,4238,jiribam district
manipur,2020,3,7657,ukhrul district
manipur,2020,3,6475,tamenglong district
manipur,2020,3,1124,kamjong district
manipur,2020,3,5252,chandel district
manipur,2020,3,22965,bishnupur district
manipur,2020,3,1317,senapati district
manipur,2020,3,438,pherzawl district
manipur,2020,3,19501,churachandpur district
manipur,2020,3,4853,tengnoupal district
manipur,2020,3,79723,imphal west district
manipur,2020,4,17814,kangpokpi district
manipur,2020,4,3042,noney district
manipur,2020,4,57282,imphal east district
manipur,2020,4,26858,thoubal district
manipur,2020,4,11913,kakching district
manipur,2020,4,4621,jiribam district
manipur,2020,4,8651,ukhrul district
manipur,2020,4,7322,tamenglong district
manipur,2020,4,1333,kamjong district
manipur,2020,4,5987,chandel district
manipur,2020,4,25629,bishnupur district
manipur,2020,4,1513,senapati district
manipur,2020,4,533,pherzawl district
manipur,2020,4,21960,churachandpur district
manipur,2020,4,5537,tengnoupal district
manipur,2020,4,88777,imphal west district
manipur,2020,1,10241,kangpokpi district
manipur,2020,1,1787,noney district
manipur,2020,1,36105,imphal east district
manipur,2020,1,16244,thoubal district
manipur,2020,1,7075,kakching district
manipur,2020,1,3051,jiribam district
manipur,2020,1,4892,ukhrul district
manipur,2020,1,4169,tamenglong district
manipur,2020,1,755,kamjong district
manipur,2020,1,3471,chandel district
manipur,2020,1,15333,bishnupur district
manipur,2020,1,922,senapati district
manipur,2020,1,245,pherzawl district
manipur,2020,1,12420,churachandpur district
manipur,2020,1,3179,tengnoupal district
manipur,2020,1,57485,imphal west district
manipur,2021,2,20703,kangpokpi district
manipur,2021,2,3566,noney district
manipur,2021,2,66388,imphal east district
manipur,2021,2,31139,thoubal district
manipur,2021,2,13816,kakching district
manipur,2021,2,5468,jiribam district
manipur,2021,2,10142,ukhrul district
manipur,2021,2,8580,tamenglong district
manipur,2021,2,1619,kamjong district
manipur,2021,2,6980,chandel district
manipur,2021,2,29671,bishnupur district
manipur,2021,2,1769,senapati district
manipur,2021,2,663,pherzawl district
manipur,2021,2,25573,churachandpur district
manipur,2021,2,6499,tengnoupal district
manipur,2021,2,102833,imphal west district
manipur,2021,3,22416,kangpokpi district
manipur,2021,3,3902,noney district
manipur,2021,3,71436,imphal east district
manipur,2021,3,33478,thoubal district
manipur,2021,3,14924,kakching district
manipur,2021,3,5941,jiribam district
manipur,2021,3,11045,ukhrul district
manipur,2021,3,9326,tamenglong district
manipur,2021,3,1791,kamjong district
manipur,2021,3,7597,chandel district
manipur,2021,3,31996,bishnupur district
manipur,2021,3,1958,senapati district
manipur,2021,3,778,pherzawl district
manipur,2021,3,27600,churachandpur district
manipur,2021,3,7055,tengnoupal district
manipur,2021,3,110506,imphal west district
manipur,2021,4,24082,kangpokpi district
manipur,2021,4,4235,noney district
manipur,2021,4,76421,imphal east district
manipur,2021,4,35832,thoubal district
manipur,2021,4,15985,kakching district
manipur,2021,4,6397,jiribam district
manipur,2021,4,11949,ukhrul district
manipur,2021,4,10063,tamenglong district
manipur,2021,4,1996,kamjong district
manipur,2021,4,8184,chandel district
manipur,2021,4,34316,bishnupur district
manipur,2021,4,2157,senapati district
manipur,2021,4,865,pherzawl district
manipur,2021,4,29651,churachandpur district
manipur,2021,4,7557,tengnoupal district
manipur,2021,4,118056,imphal west district
manipur,2021,1,19239,kangpokpi district
manipur,2021,1,3286,noney district
manipur,2021,1,62004,imphal east district
manipur,2021,1,29072,thoubal district
manipur,2021,1,12888,kakching district
manipur,2021,1,5045,jiribam district
manipur,2021,1,9372,ukhrul district
manipur,2021,1,7960,tamenglong district
manipur,2021,1,1481,kamjong district
manipur,2021,1,6467,chandel district
manipur,2021,1,27615,bishnupur district
manipur,2021,1,1655,senapati district
manipur,2021,1,607,pherzawl district
manipur,2021,1,23827,churachandpur district
manipur,2021,1,6049,tengnoupal district
manipur,2021,1,96101,imphal west district
manipur,2018,2,2183,kangpokpi district
manipur,2018,2,351,noney district
manipur,2018,2,10390,imphal east district
manipur,2018,2,4771,thoubal district
manipur,2018,2,1571,kakching district
manipur,2018,2,732,jiribam district
manipur,2018,2,905,ukhrul district
manipur,2018,2,824,tamenglong district
manipur,2018,2,144,kamjong district
manipur,2018,2,706,chandel district
manipur,2018,2,3751,bishnupur district
manipur,2018,2,155,senapati district
manipur,2018,2,38,pherzawl district
manipur,2018,2,2362,churachandpur district
manipur,2018,2,631,tengnoupal district
manipur,2018,2,16541,imphal west district
manipur,2018,3,3073,kangpokpi district
manipur,2018,3,504,noney district
manipur,2018,3,13541,imphal east district
manipur,2018,3,6112,thoubal district
manipur,2018,3,2326,kakching district
manipur,2018,3,1086,jiribam district
manipur,2018,3,1346,ukhrul district
manipur,2018,3,1268,tamenglong district
manipur,2018,3,213,kamjong district
manipur,2018,3,962,chandel district
manipur,2018,3,5106,bishnupur district
manipur,2018,3,229,senapati district
manipur,2018,3,51,pherzawl district
manipur,2018,3,3420,churachandpur district
manipur,2018,3,1002,tengnoupal district
manipur,2018,3,21696,imphal west district
manipur,2018,4,4249,kangpokpi district
manipur,2018,4,716,noney district
manipur,2018,4,17777,imphal east district
manipur,2018,4,8027,thoubal district
manipur,2018,4,3153,kakching district
manipur,2018,4,1393,jiribam district
manipur,2018,4,1842,ukhrul district
manipur,2018,4,1712,tamenglong district
manipur,2018,4,290,kamjong district
manipur,2018,4,1342,chandel district
manipur,2018,4,7049,bishnupur district
manipur,2018,4,337,senapati district
manipur,2018,4,68,pherzawl district
manipur,2018,4,4951,churachandpur district
manipur,2018,4,1300,tengnoupal district
manipur,2018,4,28383,imphal west district
manipur,2018,1,1439,kangpokpi district
manipur,2018,1,216,noney district
manipur,2018,1,6759,imphal east district
manipur,2018,1,2764,thoubal district
manipur,2018,1,915,kakching district
manipur,2018,1,460,jiribam district
manipur,2018,1,602,ukhrul district
manipur,2018,1,550,tamenglong district
manipur,2018,1,108,kamjong district
manipur,2018,1,452,chandel district
manipur,2018,1,2371,bishnupur district
manipur,2018,1,85,senapati district
manipur,2018,1,24,pherzawl district
manipur,2018,1,1524,churachandpur district
manipur,2018,1,352,tengnoupal district
manipur,2018,1,11304,imphal west district
manipur,2023,2,32306,kangpokpi district
manipur,2023,2,5653,noney district
manipur,2023,2,102530,imphal east district
manipur,2023,2,48169,thoubal district
manipur,2023,2,21613,kakching district
manipur,2023,2,8764,jiribam district
manipur,2023,2,15758,ukhrul district
manipur,2023,2,13463,tamenglong district
manipur,2023,2,2579,kamjong district
manipur,2023,2,10941,chandel district
manipur,2023,2,46010,bishnupur district
manipur,2023,2,2804,senapati district
manipur,2023,2,1095,pherzawl district
manipur,2023,2,40043,churachandpur district
manipur,2023,2,10160,tengnoupal district
manipur,2023,2,157911,imphal west district
manipur,2023,3,33690,kangpokpi district
manipur,2023,3,5895,noney district
manipur,2023,3,106699,imphal east district
manipur,2023,3,50179,thoubal district
manipur,2023,3,22516,kakching district
manipur,2023,3,9171,jiribam district
manipur,2023,3,16460,ukhrul district
manipur,2023,3,14077,tamenglong district
manipur,2023,3,2698,kamjong district
manipur,2023,3,11414,chandel district
manipur,2023,3,47895,bishnupur district
manipur,2023,3,2937,senapati district
manipur,2023,3,1163,pherzawl district
manipur,2023,3,41799,churachandpur district
manipur,2023,3,10629,tengnoupal district
manipur,2023,3,164350,imphal west district
manipur,2023,1,30917,kangpokpi district
manipur,2023,1,5349,noney district
manipur,2023,1,98499,imphal east district
manipur,2023,1,46248,thoubal district
manipur,2023,1,20700,kakching district
manipur,2023,1,8381,jiribam district
manipur,2023,1,15024,ukhrul district
manipur,2023,1,12843,tamenglong district
manipur,2023,1,2411,kamjong district
manipur,2023,1,10406,chandel district
manipur,2023,1,44031,bishnupur district
manipur,2023,1,2658,senapati district
manipur,2023,1,1020,pherzawl district
manipur,2023,1,38361,churachandpur district
manipur,2023,1,9712,tengnoupal district
manipur,2023,1,151777,imphal west district
manipur,2022,2,27002,kangpokpi district
manipur,2022,2,4807,noney district
manipur,2022,2,85559,imphal east district
manipur,2022,2,40196,thoubal district
manipur,2022,2,18011,kakching district
manipur,2022,2,7232,jiribam district
manipur,2022,2,13435,ukhrul district
manipur,2022,2,11310,tamenglong district
manipur,2022,2,2243,kamjong district
manipur,2022,2,9201,chandel district
manipur,2022,2,38512,bishnupur district
manipur,2022,2,2402,senapati district
manipur,2022,2,964,pherzawl district
manipur,2022,2,33293,churachandpur district
manipur,2022,2,8495,tengnoupal district
manipur,2022,2,131901,imphal west district
manipur,2022,3,28377,kangpokpi district
manipur,2022,3,4992,noney district
manipur,2022,3,90100,imphal east district
manipur,2022,3,42321,thoubal district
manipur,2022,3,18979,kakching district
manipur,2022,3,7633,jiribam district
manipur,2022,3,14002,ukhrul district
manipur,2022,3,11830,tamenglong district
manipur,2022,3,2326,kamjong district
manipur,2022,3,9647,chandel district
manipur,2022,3,40486,bishnupur district
manipur,2022,3,2492,senapati district
manipur,2022,3,992,pherzawl district
manipur,2022,3,35081,churachandpur district
manipur,2022,3,8913,tengnoupal district
manipur,2022,3,138892,imphal west district
manipur,2022,4,29563,kangpokpi district
manipur,2022,4,5121,noney district
manipur,2022,4,94344,imphal east district
manipur,2022,4,44264,thoubal district
manipur,2022,4,19797,kakching district
manipur,2022,4,8001,jiribam district
manipur,2022,4,14415,ukhrul district
manipur,2022,4,12297,tamenglong district
manipur,2022,4,2341,kamjong district
manipur,2022,4,9973,chandel district
manipur,2022,4,42189,bishnupur district
manipur,2022,4,2553,senapati district
manipur,2022,4,995,pherzawl district
manipur,2022,4,36722,churachandpur district
manipur,2022,4,9295,tengnoupal district
manipur,2022,4,145422,imphal west district
manipur,2022,1,25589,kangpokpi district
manipur,2022,1,4525,noney district
manipur,2022,1,81134,imphal east district
manipur,2022,1,38088,thoubal district
manipur,2022,1,17014,kakching district
manipur,2022,1,6842,jiribam district
manipur,2022,1,12728,ukhrul district
manipur,2022,1,10719,tamenglong district
manipur,2022,1,2128,kamjong district
manipur,2022,1,8724,chandel district
manipur,2022,1,36514,bishnupur district
manipur,2022,1,2286,senapati district
manipur,2022,1,918,pherzawl district
manipur,2022,1,31533,churachandpur district
manipur,2022,1,8027,tengnoupal district
manipur,2022,1,125131,imphal west district
manipur,2019,2,6407,kangpokpi district
manipur,2019,2,1150,noney district
manipur,2019,2,24652,imphal east district
manipur,2019,2,10915,thoubal district
manipur,2019,2,4599,kakching district
manipur,2019,2,2103,jiribam district
manipur,2019,2,2981,ukhrul district
manipur,2019,2,2628,tamenglong district
manipur,2019,2,480,kamjong district
manipur,2019,2,2175,chandel district
manipur,2019,2,10014,bishnupur district
manipur,2019,2,542,senapati district
manipur,2019,2,127,pherzawl district
manipur,2019,2,7662,churachandpur district
manipur,2019,2,2009,tengnoupal district
manipur,2019,2,39303,imphal west district
manipur,2019,3,7621,kangpokpi district
manipur,2019,3,1298,noney district
manipur,2019,3,28331,imphal east district
manipur,2019,3,12427,thoubal district
manipur,2019,3,5355,kakching district
manipur,2019,3,2444,jiribam district
manipur,2019,3,3488,ukhrul district
manipur,2019,3,3085,tamenglong district
manipur,2019,3,538,kamjong district
manipur,2019,3,2581,chandel district
manipur,2019,3,11647,bishnupur district
manipur,2019,3,672,senapati district
manipur,2019,3,156,pherzawl district
manipur,2019,3,9071,churachandpur district
manipur,2019,3,2334,tengnoupal district
manipur,2019,3,45268,imphal west district
manipur,2019,4,8850,kangpokpi district
manipur,2019,4,1517,noney district
manipur,2019,4,31935,imphal east district
manipur,2019,4,14194,thoubal district
manipur,2019,4,6126,kakching district
manipur,2019,4,2764,jiribam district
manipur,2019,4,4091,ukhrul district
manipur,2019,4,3651,tamenglong district
manipur,2019,4,639,kamjong district
manipur,2019,4,3029,chandel district
manipur,2019,4,13387,bishnupur district
manipur,2019,4,790,senapati district
manipur,2019,4,192,pherzawl district
manipur,2019,4,10431,churachandpur district
manipur,2019,4,2699,tengnoupal district
manipur,2019,4,51063,imphal west district
manipur,2019,1,5212,kangpokpi district
manipur,2019,1,919,noney district
manipur,2019,1,21136,imphal east district
manipur,2019,1,9529,thoubal district
manipur,2019,1,3850,kakching district
manipur,2019,1,1759,jiribam district
manipur,2019,1,2368,ukhrul district
manipur,2019,1,2148,tamenglong district
manipur,2019,1,382,kamjong district
manipur,2019,1,1691,chandel district
manipur,2019,1,8537,bishnupur district
manipur,2019,1,451,senapati district
manipur,2019,1,98,pherzawl district
manipur,2019,1,6138,churachandpur district
manipur,2019,1,1641,tengnoupal district
manipur,2019,1,33668,imphal west district
sikkim,2020,2,24768,south district
sikkim,2020,2,15082,west district
sikkim,2020,2,69829,east district
sikkim,2020,2,10242,north district
sikkim,2020,3,28038,south district
sikkim,2020,3,17400,west district
sikkim,2020,3,78018,east district
sikkim,2020,3,11317,north district
sikkim,2020,4,31055,south district
sikkim,2020,4,19217,west district
sikkim,2020,4,85770,east district
sikkim,2020,4,12501,north district
sikkim,2020,1,21043,south district
sikkim,2020,1,12746,west district
sikkim,2020,1,61820,east district
sikkim,2020,1,9022,north district
sikkim,2021,2,35900,south district
sikkim,2021,2,22352,west district
sikkim,2021,2,99077,east district
sikkim,2021,2,14411,north district
sikkim,2021,3,38616,south district
sikkim,2021,3,24132,west district
sikkim,2021,3,106352,east district
sikkim,2021,3,15593,north district
sikkim,2021,4,41311,south district
sikkim,2021,4,25834,west district
sikkim,2021,4,113537,east district
sikkim,2021,4,16725,north district
sikkim,2021,1,33490,south district
sikkim,2021,1,20769,west district
sikkim,2021,1,92502,east district
sikkim,2021,1,13452,north district
sikkim,2018,2,5147,south district
sikkim,2018,2,2868,west district
sikkim,2018,2,17767,east district
sikkim,2018,2,2315,north district
sikkim,2018,3,6943,south district
sikkim,2018,3,4042,west district
sikkim,2018,3,23460,east district
sikkim,2018,3,3192,north district
sikkim,2018,4,8992,south district
sikkim,2018,4,5328,west district
sikkim,2018,4,29948,east district
sikkim,2018,4,4270,north district
sikkim,2018,1,3679,south district
sikkim,2018,1,2048,west district
sikkim,2018,1,12749,east district
sikkim,2018,1,1575,north district
sikkim,2023,2,55158,south district
sikkim,2023,2,34427,west district
sikkim,2023,2,150852,east district
sikkim,2023,2,22291,north district
sikkim,2023,3,57259,south district
sikkim,2023,3,35808,west district
sikkim,2023,3,156600,east district
sikkim,2023,3,23162,north district
sikkim,2023,1,52942,south district
sikkim,2023,1,32945,west district
sikkim,2023,1,145199,east district
sikkim,2023,1,21354,north district
sikkim,2022,2,46351,south district
sikkim,2022,2,29184,west district
sikkim,2022,2,126666,east district
sikkim,2022,2,18793,north district
sikkim,2022,3,48673,south district
sikkim,2022,3,30513,west district
sikkim,2022,3,133152,east district
sikkim,2022,3,19687,north district
sikkim,2022,4,50716,south district
sikkim,2022,4,31605,west district
sikkim,2022,4,139175,east district
sikkim,2022,4,20472,north district
sikkim,2022,1,43881,south district
sikkim,2022,1,27594,west district
sikkim,2022,1,120360,east district
sikkim,2022,1,17781,north district
sikkim,2019,2,13547,south district
sikkim,2019,2,8064,west district
sikkim,2019,2,43048,east district
sikkim,2019,2,6340,north district
sikkim,2019,3,16016,south district
sikkim,2019,3,9481,west district
sikkim,2019,3,49404,east district
sikkim,2019,3,7227,north district
sikkim,2019,4,18461,south district
sikkim,2019,4,11078,west district
sikkim,2019,4,55340,east district
sikkim,2019,4,8093,north district
sikkim,2019,1,11031,south district
sikkim,2019,1,6479,west district
sikkim,2019,1,36124,east district
sikkim,2019,1,5322,north district
haryana,2020,2,200549,yamunanagar district
haryana,2020,2,362890,sonipat district
haryana,2020,2,211019,jind district
haryana,2020,2,254647,rohtak district
haryana,2020,2,1010271,faridabad district
haryana,2020,2,203682,mahendragarh district
haryana,2020,2,417164,hisar district
haryana,2020,2,313828,karnal district
haryana,2020,2,168959,fatehabad district
haryana,2020,2,259528,palwal district
haryana,2020,2,67004,charkhi dadri district
haryana,2020,2,239160,ambala district
haryana,2020,2,354024,rewari district
haryana,2020,2,175646,panchkula district
haryana,2020,2,232402,bhiwani district
haryana,2020,2,242506,sirsa district
haryana,2020,2,205921,mewat district
haryana,2020,2,324833,panipat district
haryana,2020,2,1809777,gurugram district
haryana,2020,2,168699,kaithal district
haryana,2020,2,203788,kurukshetra district
haryana,2020,2,256581,jhajjar district
haryana,2020,3,221375,yamunanagar district
haryana,2020,3,402001,sonipat district
haryana,2020,3,232549,jind district
haryana,2020,3,280325,rohtak district
haryana,2020,3,1094570,faridabad district
haryana,2020,3,225580,mahendragarh district
haryana,2020,3,453910,hisar district
haryana,2020,3,344289,karnal district
haryana,2020,3,184755,fatehabad district
haryana,2020,3,285223,palwal district
haryana,2020,3,74479,charkhi dadri district
haryana,2020,3,262146,ambala district
haryana,2020,3,388025,rewari district
haryana,2020,3,191215,panchkula district
haryana,2020,3,255889,bhiwani district
haryana,2020,3,266572,sirsa district
haryana,2020,3,234889,mewat district
haryana,2020,3,357830,panipat district
haryana,2020,3,1949331,gurugram district
haryana,2020,3,185714,kaithal district
haryana,2020,3,223297,kurukshetra district
haryana,2020,3,284852,jhajjar district
haryana,2020,4,242753,yamunanagar district
haryana,2020,4,441088,sonipat district
haryana,2020,4,254452,jind district
haryana,2020,4,305922,rohtak district
haryana,2020,4,1182635,faridabad district
haryana,2020,4,245723,mahendragarh district
haryana,2020,4,490971,hisar district
haryana,2020,4,374733,karnal district
haryana,2020,4,200390,fatehabad district
haryana,2020,4,310698,palwal district
haryana,2020,4,81772,charkhi dadri district
haryana,2020,4,285566,ambala district
haryana,2020,4,421106,rewari district
haryana,2020,4,207622,panchkula district
haryana,2020,4,279824,bhiwani district
haryana,2020,4,289231,sirsa district
haryana,2020,4,260584,mewat district
haryana,2020,4,391952,panipat district
haryana,2020,4,2104240,gurugram district
haryana,2020,4,202911,kaithal district
haryana,2020,4,242556,kurukshetra district
haryana,2020,4,313144,jhajjar district
haryana,2020,1,178961,yamunanagar district
haryana,2020,1,325111,sonipat district
haryana,2020,1,190347,jind district
haryana,2020,1,231317,rohtak district
haryana,2020,1,935992,faridabad district
haryana,2020,1,181158,mahendragarh district
haryana,2020,1,382469,hisar district
haryana,2020,1,283270,karnal district
haryana,2020,1,152969,fatehabad district
haryana,2020,1,233542,palwal district
haryana,2020,1,59348,charkhi dadri district
haryana,2020,1,215379,ambala district
haryana,2020,1,323001,rewari district
haryana,2020,1,160534,panchkula district
haryana,2020,1,208228,bhiwani district
haryana,2020,1,219623,sirsa district
haryana,2020,1,176392,mewat district
haryana,2020,1,293916,panipat district
haryana,2020,1,1700505,gurugram district
haryana,2020,1,151832,kaithal district
haryana,2020,1,184817,kurukshetra district
haryana,2020,1,230059,jhajjar district
haryana,2021,2,280813,yamunanagar district
haryana,2021,2,510058,sonipat district
haryana,2021,2,294468,jind district
haryana,2021,2,353305,rohtak district
haryana,2021,2,1360855,faridabad district
haryana,2021,2,285025,mahendragarh district
haryana,2021,2,564047,hisar district
haryana,2021,2,432042,karnal district
haryana,2021,2,231017,fatehabad district
haryana,2021,2,359544,palwal district
haryana,2021,2,94774,charkhi dadri district
haryana,2021,2,329225,ambala district
haryana,2021,2,485784,rewari district
haryana,2021,2,239170,panchkula district
haryana,2021,2,324156,bhiwani district
haryana,2021,2,334240,sirsa district
haryana,2021,2,305382,mewat district
haryana,2021,2,454218,panipat district
haryana,2021,2,2416391,gurugram district
haryana,2021,2,234468,kaithal district
haryana,2021,2,279452,kurukshetra district
haryana,2021,2,362160,jhajjar district
haryana,2021,3,302286,yamunanagar district
haryana,2021,3,549613,sonipat district
haryana,2021,3,317982,jind district
haryana,2021,3,380370,rohtak district
haryana,2021,3,1459758,faridabad district
haryana,2021,3,307779,mahendragarh district
haryana,2021,3,606513,hisar district
haryana,2021,3,464990,karnal district
haryana,2021,3,248955,fatehabad district
haryana,2021,3,387557,palwal district
haryana,2021,3,102606,charkhi dadri district
haryana,2021,3,354017,ambala district
haryana,2021,3,522734,rewari district
haryana,2021,3,256782,panchkula district
haryana,2021,3,350185,bhiwani district
haryana,2021,3,360856,sirsa district
haryana,2021,3,329621,mewat district
haryana,2021,3,489226,panipat district
haryana,2021,3,2589324,gurugram district
haryana,2021,3,253117,kaithal district
haryana,2021,3,300453,kurukshetra district
haryana,2021,3,390612,jhajjar district
haryana,2021,4,323121,yamunanagar district
haryana,2021,4,588700,sonipat district
haryana,2021,4,340969,jind district
haryana,2021,4,407245,rohtak district
haryana,2021,4,1559756,faridabad district
haryana,2021,4,330237,mahendragarh district
haryana,2021,4,648827,hisar district
haryana,2021,4,497166,karnal district
haryana,2021,4,266637,fatehabad district
haryana,2021,4,415495,palwal district
haryana,2021,4,110066,charkhi dadri district
haryana,2021,4,378472,ambala district
haryana,2021,4,559494,rewari district
haryana,2021,4,274389,panchkula district
haryana,2021,4,375910,bhiwani district
haryana,2021,4,386829,sirsa district
haryana,2021,4,354072,mewat district
haryana,2021,4,523678,panipat district
haryana,2021,4,2764490,gurugram district
haryana,2021,4,271182,kaithal district
haryana,2021,4,320754,kurukshetra district
haryana,2021,4,418950,jhajjar district
haryana,2021,1,261709,yamunanagar district
haryana,2021,1,475192,sonipat district
haryana,2021,1,273932,jind district
haryana,2021,1,329147,rohtak district
haryana,2021,1,1272506,faridabad district
haryana,2021,1,265121,mahendragarh district
haryana,2021,1,526528,hisar district
haryana,2021,1,402850,karnal district
haryana,2021,1,215301,fatehabad district
haryana,2021,1,335048,palwal district
haryana,2021,1,88122,charkhi dadri district
haryana,2021,1,307153,ambala district
haryana,2021,1,453500,rewari district
haryana,2021,1,223482,panchkula district
haryana,2021,1,301458,bhiwani district
haryana,2021,1,310911,sirsa district
haryana,2021,1,284058,mewat district
haryana,2021,1,423131,panipat district
haryana,2021,1,2262589,gurugram district
haryana,2021,1,218191,kaithal district
haryana,2021,1,260673,kurukshetra district
haryana,2021,1,337303,jhajjar district
haryana,2018,2,62261,yamunanagar district
haryana,2018,2,106837,sonipat district
haryana,2018,2,68635,jind district
haryana,2018,2,82822,rohtak district
haryana,2018,2,306358,faridabad district
haryana,2018,2,60336,mahendragarh district
haryana,2018,2,147599,hisar district
haryana,2018,2,98276,karnal district
haryana,2018,2,63066,fatehabad district
haryana,2018,2,64886,palwal district
haryana,2018,2,19559,charkhi dadri district
haryana,2018,2,73358,ambala district
haryana,2018,2,113056,rewari district
haryana,2018,2,56729,panchkula district
haryana,2018,2,75485,bhiwani district
haryana,2018,2,91908,sirsa district
haryana,2018,2,41358,mewat district
haryana,2018,2,101243,panipat district
haryana,2018,2,621718,gurugram district
haryana,2018,2,55832,kaithal district
haryana,2018,2,64186,kurukshetra district
haryana,2018,2,71713,jhajjar district
haryana,2018,3,77303,yamunanagar district
haryana,2018,3,132705,sonipat district
haryana,2018,3,84500,jind district
haryana,2018,3,101649,rohtak district
haryana,2018,3,383316,faridabad district
haryana,2018,3,74545,mahendragarh district
haryana,2018,3,176380,hisar district
haryana,2018,3,121471,karnal district
haryana,2018,3,75108,fatehabad district
haryana,2018,3,81688,palwal district
haryana,2018,3,24373,charkhi dadri district
haryana,2018,3,92472,ambala district
haryana,2018,3,138368,rewari district
haryana,2018,3,71245,panchkula district
haryana,2018,3,92291,bhiwani district
haryana,2018,3,109165,sirsa district
haryana,2018,3,53421,mewat district
haryana,2018,3,124290,panipat district
haryana,2018,3,767369,gurugram district
haryana,2018,3,68422,kaithal district
haryana,2018,3,80097,kurukshetra district
haryana,2018,3,90220,jhajjar district
haryana,2018,4,94449,yamunanagar district
haryana,2018,4,165599,sonipat district
haryana,2018,4,103156,jind district
haryana,2018,4,124365,rohtak district
haryana,2018,4,521996,faridabad district
haryana,2018,4,91223,mahendragarh district
haryana,2018,4,210671,hisar district
haryana,2018,4,149062,karnal district
haryana,2018,4,88259,fatehabad district
haryana,2018,4,113042,palwal district
haryana,2018,4,29865,charkhi dadri district
haryana,2018,4,114192,ambala district
haryana,2018,4,172035,rewari district
haryana,2018,4,88703,panchkula district
haryana,2018,4,111607,bhiwani district
haryana,2018,4,127874,sirsa district
haryana,2018,4,71400,mewat district
haryana,2018,4,153137,panipat district
haryana,2018,4,967781,gurugram district
haryana,2018,4,82556,kaithal district
haryana,2018,4,97619,kurukshetra district
haryana,2018,4,114488,jhajjar district
haryana,2018,1,46198,yamunanagar district
haryana,2018,1,79638,sonipat district
haryana,2018,1,51815,jind district
haryana,2018,1,62452,rohtak district
haryana,2018,1,231504,faridabad district
haryana,2018,1,45460,mahendragarh district
haryana,2018,1,113872,hisar district
haryana,2018,1,73612,karnal district
haryana,2018,1,48955,fatehabad district
haryana,2018,1,48774,palwal district
haryana,2018,1,14712,charkhi dadri district
haryana,2018,1,54127,ambala district
haryana,2018,1,85350,rewari district
haryana,2018,1,41867,panchkula district
haryana,2018,1,57585,bhiwani district
haryana,2018,1,70800,sirsa district
haryana,2018,1,29541,mewat district
haryana,2018,1,74739,panipat district
haryana,2018,1,474081,gurugram district
haryana,2018,1,41222,kaithal district
haryana,2018,1,47932,kurukshetra district
haryana,2018,1,53121,jhajjar district
haryana,2023,2,431359,yamunanagar district
haryana,2023,2,796213,sonipat district
haryana,2023,2,459846,jind district
haryana,2023,2,547825,rohtak district
haryana,2023,2,2097648,faridabad district
haryana,2023,2,449565,mahendragarh district
haryana,2023,2,879031,hisar district
haryana,2023,2,664313,karnal district
haryana,2023,2,358626,fatehabad district
haryana,2023,2,562608,palwal district
haryana,2023,2,150109,charkhi dadri district
haryana,2023,2,505783,ambala district
haryana,2023,2,757958,rewari district
haryana,2023,2,366053,panchkula district
haryana,2023,2,511105,bhiwani district
haryana,2023,2,519791,sirsa district
haryana,2023,2,482389,mewat district
haryana,2023,2,706703,panipat district
haryana,2023,2,3707352,gurugram district
haryana,2023,2,365298,kaithal district
haryana,2023,2,426182,kurukshetra district
haryana,2023,2,568479,jhajjar district
haryana,2023,3,448397,yamunanagar district
haryana,2023,3,828230,sonipat district
haryana,2023,3,478669,jind district
haryana,2023,3,570001,rohtak district
haryana,2023,3,2177737,faridabad district
haryana,2023,3,468594,mahendragarh district
haryana,2023,3,913340,hisar district
haryana,2023,3,690422,karnal district
haryana,2023,3,372881,fatehabad district
haryana,2023,3,585232,palwal district
haryana,2023,3,156148,charkhi dadri district
haryana,2023,3,525599,ambala district
haryana,2023,3,788131,rewari district
haryana,2023,3,380441,panchkula district
haryana,2023,3,532458,bhiwani district
haryana,2023,3,540767,sirsa district
haryana,2023,3,502900,mewat district
haryana,2023,3,735266,panipat district
haryana,2023,3,3846607,gurugram district
haryana,2023,3,380114,kaithal district
haryana,2023,3,442674,kurukshetra district
haryana,2023,3,591881,jhajjar district
haryana,2023,1,414986,yamunanagar district
haryana,2023,1,764865,sonipat district
haryana,2023,1,441504,jind district
haryana,2023,1,527046,rohtak district
haryana,2023,1,2018956,faridabad district
haryana,2023,1,430911,mahendragarh district
haryana,2023,1,846309,hisar district
haryana,2023,1,638547,karnal district
haryana,2023,1,344515,fatehabad district
haryana,2023,1,540064,palwal district
haryana,2023,1,143804,charkhi dadri district
haryana,2023,1,486481,ambala district
haryana,2023,1,728428,rewari district
